row,object_id,split,class,source_group,support,paired,reference_candidate,native_gt_ce,teacher_gt_ce,native_minus_teacher_gt_ce,kl_T2,gradient_cosine
88,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:13,train,0,100MEDIA,True,True,True,0.5421199194015984,0.5726341627500199,-0.030514243348421448,0.19880620300083443,0.19041503846545074
89,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:14,train,0,100MEDIA,True,True,True,0.62896432177723,0.667765745951527,-0.03880142417429701,0.21785345495049416,0.1454576080668171
90,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:15,train,0,100MEDIA,True,True,True,0.5961862758053718,0.6142592392318214,-0.018072963426449623,0.0531348240589986,0.14018970400057906
91,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:16,train,0,100MEDIA,True,True,True,0.6018936222988723,0.6098405223974783,-0.007946900098606005,0.05673855579235224,0.10195015723490793
92,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:17,train,0,100MEDIA,True,True,True,0.4134446790802826,0.4617113323377108,-0.0482666532574281,0.11453932939445757,-0.6032359372962417
93,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:18,train,0,100MEDIA,True,True,True,0.44506432335312995,0.5702187107887515,-0.12515438743562166,0.19241025030332218,-0.40268042584444685
94,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:19,train,0,100MEDIA,True,True,True,0.37803152766965853,0.5403451357697927,-0.16231360810013423,0.18219402382076286,-0.6903674320523436
95,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:20,train,0,100MEDIA,True,True,True,0.5803192251975029,0.7444179479218785,-0.1640987227243757,0.2829707956018371,-0.5545412783126275
96,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:21,train,0,100MEDIA,True,True,True,0.6359990333910914,0.6601804298050518,-0.024181396413960415,0.1341614040543435,0.17142140077273543
97,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:22,train,0,100MEDIA,True,True,True,0.6253740242384082,0.6720586502359054,-0.046684625997497314,0.17205488204957675,0.04531710519595343
98,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:23,train,0,100MEDIA,True,True,True,0.3707570464699874,0.4073554076913919,-0.03659836122140443,0.0901673188995814,-0.5254635766871433
99,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:24,train,0,100MEDIA,True,True,True,0.44376080887327035,0.47579737171122227,-0.032036562837951886,0.11757823426580852,-0.08608895919611532
100,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:25,train,0,100MEDIA,True,True,True,0.3578070412113971,0.35609606029310625,0.0017109809182908782,0.10069616283683427,0.3452046855409071
